,prob,fix
0,0.2,[0.0054]
1,0.21000000000000002,[0.00525]
2,0.22000000000000003,[0.00512]
3,0.23000000000000004,[0.00515]
4,0.24000000000000005,[0.00517]
5,0.25000000000000006,[0.00493]
6,0.26000000000000006,[0.00518]
7,0.2700000000000001,[0.00565]
8,0.2800000000000001,[0.00506]
9,0.2900000000000001,[0.00509]
10,0.3000000000000001,[0.00506]
